Unnamed: 0.1,Unnamed: 0,rpid,name,content,like,rcount,sentiment,sentiment_score,analysis_result
168,168,97811815184,一抹白月光丶,没有哪一首给我精神一震的感觉，孤勇者当初第一遍其实也觉得不好听，但是现在越听越有味道[微笑],0,0.0,判今,0.9933667504683772,positive
169,169,97827216464,西瓜小元子,确实，而且很多人说什么抖音神曲，我不玩抖音，有几首歌都是第一次听我觉得挺好听的,2,0.0,中立,0.1644785870458667,negative
170,170,97927132848,捕捉一只小泷包,回复 @明月夜涟漪 :你确实原创的就没有被喷吗？,1,0.0,中立,0.09995005106454558,negative
171,171,98092508816,没有名字改嗯,有没有可能 我是说可能b站的人大部分只听日语二次元还有周杰伦,1,0.0,中立,0.06723347181885642,negative
172,172,98104944352,江滚滚滚,回复 @啊呀嘟嘟嘟 :区别就是网红歌编曲没有深度啊，再好听的副歌，整首歌听下来没有层次，要不了多久就会淘汰。但也只需要火那几个月，就能赚很多钱，写个调调或者抄一个调调dy一火就是钱。所以现在网络歌手门槛很低，很多唱功甚至都比不上ktv麦霸，我个人认为dy背大锅,0,0.0,判今,0.008873559716409796,negative
173,173,98234425072,爱情废柴Jay,都是流水线的快餐歌 踏黄河 踏黄沙[OK],0,0.0,判今,0.27094662979672113,negative
174,174,98241024192,唯我独断万古,回复 @nice丶李某人 :11年之后是下滑，短视频时代之后是跳崖,6,0.0,判今,0.5833790250736232,netural
175,175,98445031904,bili_66720889963,回复 @流水河123 :以前的歌发出来 也没人觉得那些会是经典,2,0.0,中立,0.5378813344543552,netural
176,176,98453442800,流水河123,回复 @bili_66720889963 :你能无视几千万jj杰伦粉丝，自己臆想出“没人觉得以前的歌经典”这种搞笑观点也是不容易,1,0.0,,0.09532475853816036,negative
177,177,98569544896,白学心理研究员,搞笑呢，真正的音乐人根本不在这里面，老人承认的新人有很多，但是绝对不会出现在商业比烂榜上，热歌现在的质量已经拉到地底下了，虽然这榜单在流行榜里面算比较好的,0,0.0,判今,0.04500353824248016,negative
178,178,98569637744,白学心理研究员,回复 @流水河123 :不是经典的问题，现在这个时代已经不会有经典了，优质的新人单曲还是很多，但是不可能火了,0,0.0,判今,0.696508907721704,netural
179,179,98605243232,玉振出租YY号,新人不是没有好听的就是太少了,0,0.0,判今,0.05683358102040914,negative
180,180,98673391200,芽衣哗咪,问题是这几个老人歌不咋地啊，唱功行，但是歌确实不行,0,0.0,判今,0.9219386276840448,positive
181,181,98685095168,早睡早起更健康,"其实这里面明显好听的就三四首，能明显听出差距特别大啊。其他的要不就是调子真的很相像，要不就是唱功明显拉垮特别是有一首有个女的唱的。
新老就是有差距，新的不放一起可能听不出觉得还不错。然而一旦把他们摆一起，那就是毋庸置疑的碾压。其中包括有些老的，光有唱功也不行的。",1,0.0,判今,0.999682270627163,positive
182,182,98808159664,雾岛伢子,"经历过神仙打架的时代的人
对于现代的华语是真的爱不起来[笑哭]
以前台词 唱功深入人心
现在的歌听着可以
但是也只是可以
别怪我挑剔
[笑哭][笑哭][笑哭]",0,0.0,判今,0.9999998824776264,positive
183,183,98811455040,白菓菓,说啥呢 我腾大爷还能再战500年 [doge],1,0.0,怀旧,0.5732594524168009,netural
184,184,98928377152,疯人人人,差不多得了 好的是谁? 还不是那些老人,0,0.0,判今,0.5964246070424971,netural
185,185,97541348096,DreamerNHY,一看到不认识的歌手直接一句叉出去，想当年那些我们熟悉的歌手一个个不都是一首首歌发过来火的嘛。一共视频里能节选多长时间，走马灯一样听个大概就不错了，能在这素质三连的生活里过得是有多不容易啊[捂脸],1,1.0,中立,0.5459815747424448,netural
140763365216,毛巨星的一颗痣,评论回复里还能吵起来[辣眼睛][辣眼睛][辣眼睛],0,0,中立,,,0.034482758620689724,negative
97001710240,已经六年了唉,越来越发现，我喜欢听的歌，在我出生前就写好了[狗子],401,32,怀旧,,,0.7499999999999999,positive
97188573952,松鼠喝稀饭,"有些人说希望华语乐坛更好，但当一个新人唱/作出有一定影响力的歌曲时，这些人又往死里喷，仅仅因为这个歌手他们不认识。
我在想他们发？的歌换他们喜欢的歌手来唱是不是就马上发全体起立[星星眼]",345,26,中立,,,0.3636363636363641,netural
97002611072,Schild,孤勇者真是在q4来了一拨王炸[doge]最喜欢的歌手给最喜欢的游戏唱了一首超好听的歌，真是幸福,169,9,中立,,,0.32208588957055173,netural
97050344752,头像违规我不用了,以后我的弹幕屏蔽又得加一个抬走了，我是来看看有没有能听的歌被我遗漏了，大部分开头都是抬走，能先把自己的棺材抬走吗，哪怕我不喜欢也不需要某些人搁那抬走。某些人也别来我这下面杠我什么歌垃圾或我审美差之类，我认为好听的我会收藏，我认为不好听我会跳过，我发现是抄袭的我会拉黑，大可不必以攻击别人为目的拿着自己那一套标准ex别人。,213,12,,,,0.3294117647058823,netural
97073599680,洛圣都治安管理,现在的b站戾气怎么这么重，连歌手的音色也要攻击几句？[辣眼睛]。,221,23,中立,,,0.4166666666666664,netural
97075393312,抓抓熊爪手,每个时代的特色，周杰伦当初被骂结巴，林俊杰全是口水歌，凤凰传奇是农业重金属。[doge],78,0,中立,,,0.034482758620689724,negative
97089625312,九叙唯歌,回复 @抓抓熊爪手 :感觉没问题阿，和之前的老歌手对比，这评价没什么阿，和现在的比嘛，不说了不说了,2,0,判今,,,0.034482758620689724,negative
97092774672,凭栏望星空,回复 @抓抓熊爪手 :当时确实是这样啊 杰伦好歌不少但口水歌也不少[吃瓜],4,0,中立,,,0.034482758620689724,negative
97108169008,半岛铁床,回复 @凭栏望星空 :很好奇你定义的口水歌是什么类型的歌，单纯的好奇,1,0,中立,,,0.034482758620689724,negative
97111686720,哈哈哈哈哈哈T,主要是声卡战士太多了 辣耳朵,3,0,判今,,,0.034482758620689724,negative
97119391984,半岛铁床,回复 @凭栏望星空 :懂了，情歌都是口水歌！,2,0,怀旧,,,0.034482758620689724,negative
97165473344,改个昵称这么难,回复 @抓抓熊爪手 :[tv_皱眉]几年前觉得凤凰传奇low，现在真的觉得凤凰很厉害，啥歌都能驾驭。,2,0,怀旧,,,0.034482758620689724,negative
97209267552,捕捉一只阿花,回复 @花花你带我走吧 :哥的肌肉给你靠,0,0,中立,,,0.034482758620689724,negative
97219136944,还柒,回复 @抓抓熊爪手 :现在全舔起来了[思考]而且周除了几首歌，真不觉得好听，十几年的观点，林虽然我比较喜欢，但是也得承认喜欢的歌不是很多[OK],5,0,中立,,,0.034482758620689724,negative
97280917040,司与春谣,回复 @花花你带我走吧 :什么叫情歌都是口水歌，告白气球在周杰伦歌里面就是口水歌啊，像早期的简单爱、安静、爱在西元前、爱情悬崖等等也是情歌，比告白气球强太多,1,0,中立,,,0.034482758620689724,negative
97333155552,PYuLEE,回复 @Eternity-FOR :甜甜的如果是现在网红出的歌，也会被喷，百分之百。,2,0,中立,,,0.034482758620689724,negative
